Date,Zone_ID,TGBT_ID,Armoire_ID,Machine_ID,Product_ID,Demand,Price,Production_Capacity,Inventory_Level,Order_Backlog,Competitor_Price,Raw_Material_Cost,Labor_Cost,Energy_Cost,Machine_Utilization,Energy_Consumption,Maintenance_History,Failure_Rate,Supply_Chain_Risks,Quality_Control,Financial_Risks,Compliance
2024-06-05,3,103,A3,M2,P2,91,16.05905731004271,371,234,21,7.089089903224956,4.08906264035666,2.485012451001368,2.7956916124811393,0.8461485281572926,4759,No maintenance recorded,0.029720186089885685,Supplier B bankruptcy risk,0.9088293890671518,0.9164398750124287,Compliant with ISO 9001
2024-06-06,1,103,A1,M2,P2,92,14.950857545155161,334,193,33,14.827391486245203,4.973713914800796,2.661653682412184,1.3509128656583993,0.8795834263333673,4095,Routine maintenance,0.018553174634457173,Transportation strike affecting delivery,0.9647543589419838,0.9616294572749142,Compliant with ISO 9001
2024-06-07,1,101,A2,M2,P1,132,11.919193261627523,387,211,77,13.809926947476233,3.3218228226830853,3.161510136451842,3.657657318875646,0.8527114773128932,4063,No maintenance recorded,0.04678356512816466,Transportation strike affecting delivery,0.9512760482594295,0.9426621580932951,Compliant with ISO 9001
2024-06-08,1,101,A2,M3,P3,146,7.882670190300255,333,137,21,7.827361595230347,1.3336873961448927,4.672639770706812,4.690844642530969,0.7130662126125734,5120,Routine maintenance,0.031119561033068815,Supplier B bankruptcy risk,0.9548517859185396,0.9696521337853481,Compliant with ISO 9001
2024-06-09,2,101,A1,M3,P1,136,8.462463086356088,364,227,26,10.407254790759684,1.4178962440814407,1.084059183471926,1.358002678429786,0.7546043956953872,4309,Routine maintenance,0.03161308912254187,Supplier A lead time increased,0.9285105661544252,0.9035484142784629,Compliant with ISO 14001
2024-06-10,1,103,A1,M3,P2,84,9.08972914145944,574,211,63,6.396440224337633,4.792899856273674,3.189214974567371,4.236389751550815,0.9055994778824719,4793,No maintenance recorded,0.024789760458044555,Supplier B bankruptcy risk,0.9179608111621109,0.951541288113713,Compliant with ISO 14001
2024-06-11,1,103,A2,M1,P1,91,18.01746981285463,413,190,60,13.140796402761522,3.2636615624406424,3.7327725607352797,4.6597623778880255,0.8773041594100239,5192,No maintenance recorded,0.02770352301587524,Supplier B bankruptcy risk,0.9306663900754427,0.9561243027118272,Compliant with ISO 14001
2024-06-12,3,102,A1,M3,P2,129,5.017385852045556,593,115,70,11.852255864763663,3.9959685961270806,3.499722178107165,3.604558209319028,0.7417467063307667,4276,No maintenance recorded,0.011369023668939491,Supplier B bankruptcy risk,0.9768567953301367,0.950845246327898,Compliant with ISO 14001
2024-06-13,2,102,A2,M3,P1,58,6.077519456621253,585,104,27,17.539444198984842,2.445030843976415,2.1481623489619093,1.1327840443919093,0.8717310563179852,4122,Replaced faulty component,0.03845694292369461,Supplier B bankruptcy risk,0.9718183176301758,0.9722189586530817,Compliant with OHSAS 18001
2024-06-14,2,101,A1,M2,P3,70,16.02707953282679,495,116,70,5.0353840829776,4.304125458845527,1.896778087477636,3.3343785684485803,0.9392672641950546,4303,No maintenance recorded,0.03730050925621353,Supplier A lead time increased,0.977926136223771,0.9711932631685655,Compliant with ISO 9001
2024-06-15,3,102,A2,M1,P1,79,9.635279823033885,538,155,20,13.55244903462107,1.8197347547328127,3.1846438331984115,3.9608874483343763,0.7059503197480785,4533,Replaced faulty component,0.04572070265586567,Supplier B bankruptcy risk,0.9318106174887965,0.9668191907643865,Compliant with ISO 14001
2024-06-16,2,101,A2,M2,P1,103,18.61548987560661,436,148,25,19.51626050867992,4.513513463504258,4.561116498436082,3.5739995845095707,0.7251134280526781,4939,Replaced faulty component,0.02533122261050413,Supplier B bankruptcy risk,0.9039963787116746,0.9165941558580938,Compliant with ISO 9001
2024-06-17,3,102,A3,M1,P1,125,12.460469667136383,483,165,69,12.47314284603518,1.7914240239240722,2.3378547877874154,4.266764063461787,0.9412662981980436,5482,Replaced faulty component,0.0276867737337873,Transportation strike affecting delivery,0.9123663484899119,0.9132134584389908,Compliant with ISO 14001
2024-06-18,3,102,A1,M1,P2,137,13.428348797467164,533,158,70,12.19509439040664,4.634481536215336,1.030667010382262,3.044375719348576,0.8971467519219104,4897,No maintenance recorded,0.015632758919727267,Supplier A lead time increased,0.9710397790441525,0.9705397208965473,Compliant with ISO 9001
2024-06-19,1,103,A1,M3,P3,92,7.613666914040028,528,113,71,18.13902619648348,4.302560087289731,3.0730054285498283,3.730561680521222,0.8582564965149602,4467,Routine maintenance,0.029855460970986257,Supplier B bankruptcy risk,0.9746596496056543,0.9321197584406687,Compliant with ISO 14001
2024-06-20,3,101,A3,M1,P2,93,19.27196820576807,416,138,77,10.985006231586512,3.7300192515505683,1.2473116045488393,4.71849539347465,0.9314965174751642,4784,Routine maintenance,0.022025264049329564,Supplier B bankruptcy risk,0.9672938302107033,0.9024291735400826,Compliant with ISO 9001
2024-06-21,1,102,A1,M3,P1,108,15.99072779031816,448,227,24,5.795182916652576,3.1328969371176125,2.0044609956250823,4.4907535912479,0.9012808582815373,4494,Routine maintenance,0.015503310902690708,Supplier A lead time increased,0.9501654915793674,0.9660876189902261,Compliant with ISO 14001
2024-06-22,2,103,A1,M1,P1,84,18.182880301062458,434,245,73,13.233271046117835,1.9452933785243167,3.2585568927323254,1.8661042162898314,0.7947170332946616,4174,Routine maintenance,0.020505380818690515,Transportation strike affecting delivery,0.9178523921750745,0.9099153602293307,Compliant with OHSAS 18001
2024-06-23,2,103,A3,M3,P3,61,13.21467681592488,403,162,38,10.302586941568963,2.2597231568151477,3.918536951046333,2.4093793516689783,0.8089723297633846,5107,Replaced faulty component,0.017784788921640288,Supplier A lead time increased,0.9246961293734621,0.9156240418588539,Compliant with ISO 9001
2024-06-24,2,103,A2,M1,P2,51,12.422098424637188,401,126,79,11.187734896265773,2.0540106999153003,4.548328515557105,4.899109109713704,0.9229334168599181,4962,Replaced faulty component,0.014281522050101381,Transportation strike affecting delivery,0.9711096924562841,0.973575377546063,Compliant with ISO 9001
2024-06-25,3,101,A1,M3,P3,125,18.11330835742332,466,194,76,16.509101284469246,1.4748021526668262,4.296726282179104,3.6782285689872065,0.9197088470116758,4366,Routine maintenance,0.032613267063794284,Supplier A lead time increased,0.9044986336371642,0.9707721665822315,Compliant with ISO 14001
2024-06-26,1,101,A2,M1,P2,78,10.056056195868196,368,221,69,12.93373633420298,4.019544250214962,1.6280067224046908,1.0197226502916892,0.9260058511520273,5258,Replaced faulty component,0.026659799626097443,Supplier A lead time increased,0.9116645350075517,0.9301897752858467,Compliant with ISO 14001
2024-06-27,3,103,A3,M1,P2,135,11.50144230413618,379,173,60,17.29644700203324,1.838391373762148,2.1807440919990264,3.747228273889553,0.7934333154033886,5100,Replaced faulty component,0.042856457988432205,Supplier A lead time increased,0.9180642305798469,0.9395685081284716,Compliant with ISO 14001
2024-06-28,1,103,A1,M3,P1,107,7.565537585919407,501,206,46,15.108801641335676,2.0384551786886096,3.810239210376076,4.997202922046512,0.8054145508362718,5245,Replaced faulty component,0.03928641376936374,Supplier A lead time increased,0.900798253714774,0.9239026027112882,Compliant with OHSAS 18001
2024-06-29,2,101,A3,M2,P2,143,18.784524657307767,482,239,42,11.852864466198074,2.446633475227361,4.973377740403274,4.186905807874506,0.9201952547129251,4754,Replaced faulty component,0.011243758564549258,Supplier B bankruptcy risk,0.9575080299325017,0.9137624255829253,Compliant with ISO 9001
2024-06-30,1,101,A3,M3,P3,114,16.776302736145183,559,245,70,12.37751654421037,3.9920434432762497,4.6681676866183395,2.833077787222805,0.9428160135782805,4263,Replaced faulty component,0.030158733756838862,Transportation strike affecting delivery,0.9238322572292664,0.9076026407352036,Compliant with OHSAS 18001
2024-07-01,1,102,A2,M2,P3,60,13.732028685218472,310,240,61,13.96768185625173,3.4396657760938636,1.5590856625121594,1.9133123985285012,0.7622435719548956,5170,Replaced faulty component,0.0421583102869711,Supplier B bankruptcy risk,0.9666668513482225,0.9057328814652651,Compliant with ISO 14001
2024-07-02,2,103,A2,M2,P1,78,10.57495688946361,406,193,30,16.947230568348935,3.478800502109806,2.922246076373243,3.572321539830787,0.768067617568664,4465,Replaced faulty component,0.010693258509650581,Transportation strike affecting delivery,0.932475908142612,0.9769809899800956,Compliant with OHSAS 18001
2024-07-03,3,103,A1,M3,P3,126,5.117578144344282,508,152,71,7.886584188609511,4.5185071288312315,1.9996352103812018,3.0716941410286407,0.8065949147828343,4839,Routine maintenance,0.03417048574689112,Supplier A lead time increased,0.9569872682227423,0.9109922974145365,Compliant with ISO 14001
2024-07-04,3,102,A1,M3,P3,55,17.785047035195596,404,200,39,12.54896535564609,4.20526850200061,3.6384415201504163,1.6084335376322807,0.9267054997619039,5007,Replaced faulty component,0.012411847275589425,Transportation strike affecting delivery,0.9361930308103974,0.9560045039034987,Compliant with ISO 14001
2024-07-05,1,101,A1,M2,P1,53,13.98345107278566,435,155,34,15.297981329363852,1.3421325983013435,2.0510951662834156,3.09268250782229,0.7753094868436406,4637,Routine maintenance,0.04455583854022623,Transportation strike affecting delivery,0.978005368088537,0.935348673149379,Compliant with ISO 14001
2024-07-06,3,102,A3,M1,P2,72,6.3267897826916535,558,214,34,12.61947772329422,3.962566000732716,3.752568985831435,3.0346969116117455,0.9437357091270397,4442,No maintenance recorded,0.025647894589369925,Transportation strike affecting delivery,0.9014449533450334,0.9655660448164289,Compliant with ISO 14001
2024-07-07,2,103,A3,M1,P2,101,13.45884464022307,534,138,32,19.279099022257206,4.588279311917079,1.6414959710681947,1.9876858731047307,0.7425391722007462,4909,Replaced faulty component,0.03226769060829371,Transportation strike affecting delivery,0.9572896979789627,0.9198377046242716,Compliant with ISO 9001
2024-07-08,2,103,A3,M2,P3,54,7.46995250562534,463,181,73,14.145048895842438,2.7370763047208655,3.3972762362579196,4.293226886327478,0.8452587895372043,5457,No maintenance recorded,0.04240229659918468,Supplier B bankruptcy risk,0.9213455625981131,0.9621959979763608,Compliant with OHSAS 18001
2024-07-09,3,103,A1,M2,P2,64,7.9174892043835445,560,220,53,17.502198436928726,3.30931994306031,4.426545901504594,1.2487372759513717,0.830209218382876,4327,No maintenance recorded,0.043870506243091474,Supplier A lead time increased,0.9284903917749405,0.9172518260089026,Compliant with ISO 14001
2024-07-10,1,103,A1,M2,P2,105,16.604966854697096,485,189,30,11.108448192321804,4.228800133349036,4.701197853266422,2.636985651761067,0.8996515610530337,4999,Replaced faulty component,0.04510603225239487,Supplier B bankruptcy risk,0.9693720279091781,0.9402345060934746,Compliant with ISO 14001
2024-07-11,3,102,A3,M2,P3,82,6.779060563263437,524,171,23,6.80913943156571,2.8828085569196236,2.3895568944855183,4.344649801792662,0.870281869403052,4970,Replaced faulty component,0.03775222701955925,Transportation strike affecting delivery,0.9324341304034502,0.9746921056060807,Compliant with OHSAS 18001
2024-07-12,3,101,A1,M3,P3,51,18.762424899316876,545,205,78,5.670392694841405,2.386272628919384,3.0676529760382683,3.2893583875366086,0.8091936873741241,5100,Routine maintenance,0.011972279042076494,Supplier A lead time increased,0.9439503820347496,0.9382361386228132,Compliant with ISO 14001
2024-07-13,3,101,A3,M1,P1,142,16.939544821540466,494,164,46,10.94376819880403,4.805428740301911,4.38999874393811,3.8680989235280654,0.8677782285425262,4273,Replaced faulty component,0.022570371376815307,Supplier A lead time increased,0.9793232630385577,0.9769494166336925,Compliant with ISO 14001
2024-07-14,1,103,A2,M1,P1,67,16.875639806727797,479,184,51,6.381870536183186,2.127293036794314,1.3026364418612189,4.979222695609403,0.9000437170354545,4550,Routine maintenance,0.013348328012945951,Supplier B bankruptcy risk,0.9579268937876382,0.9772716972505426,Compliant with OHSAS 18001
2024-07-15,3,102,A1,M2,P2,136,16.524549961578124,469,185,76,9.68722195915016,3.883921504909738,3.2918587017849394,4.291303837068435,0.8868299204002111,4402,Replaced faulty component,0.03724420748532305,Supplier A lead time increased,0.950228455222359,0.9467275215208306,Compliant with ISO 9001
2024-07-16,2,101,A3,M1,P1,87,18.395648307954144,583,216,41,13.344941336818161,1.749978725613556,3.833289283031836,1.7841652709277795,0.72481282473205,5460,Routine maintenance,0.038608177654706706,Supplier A lead time increased,0.9421379682959783,0.9108690703827176,Compliant with ISO 9001
2024-07-17,3,103,A3,M2,P1,124,16.495446885098026,391,172,23,14.999574727787838,2.362126462537905,2.7077039417362716,2.643445541468794,0.7017339451841555,4049,No maintenance recorded,0.010145632443140823,Supplier A lead time increased,0.9382646356796064,0.9485569096525899,Compliant with ISO 9001
2024-07-18,2,103,A1,M1,P2,76,19.173375534692706,524,195,68,5.083971578032045,3.478200548595463,1.1621621074087152,2.583233316409302,0.7298834224601227,4914,Routine maintenance,0.017231031106793516,Supplier B bankruptcy risk,0.9535845141849834,0.9356432229954094,Compliant with ISO 9001
2024-07-19,2,102,A3,M1,P3,96,7.395246569200271,321,144,39,15.993493534573878,1.4741803562921958,4.2087638171367825,4.0845516066303675,0.8981647409961748,5127,Replaced faulty component,0.04071432521126094,Supplier A lead time increased,0.9673189083908581,0.9598362095728337,Compliant with ISO 14001
2024-07-20,3,103,A2,M3,P2,138,16.174590808630143,557,163,53,19.48994663009273,1.2191504058018587,3.3807793120742575,1.395181940154631,0.8919265917681227,4150,Routine maintenance,0.018631081640558052,Transportation strike affecting delivery,0.9503214425701683,0.912849702372828,Compliant with ISO 9001
2024-07-21,2,102,A1,M2,P1,95,11.91512408250059,377,197,47,7.602243079345959,4.085118635712991,4.950233884981272,2.0934900010054975,0.7826571748458421,4137,No maintenance recorded,0.03795910182242544,Transportation strike affecting delivery,0.9068768097230502,0.943162726232811,Compliant with ISO 14001
2024-07-22,1,103,A2,M2,P1,77,18.025802479498253,542,160,30,6.343157790043501,1.6427262562973683,3.86564124278353,4.165375521485496,0.7854776975457074,4731,No maintenance recorded,0.027865103331377775,Transportation strike affecting delivery,0.9356222495035134,0.9032035077758515,Compliant with ISO 9001
2024-07-23,1,103,A1,M3,P2,99,12.718709855242603,503,135,23,16.17550087453818,3.522715025335021,4.900337708657022,3.53723294467447,0.7223065387979877,4283,No maintenance recorded,0.010558984849872237,Supplier A lead time increased,0.9720485674626775,0.9482267788706901,Compliant with ISO 9001
2024-07-24,3,103,A3,M2,P1,56,16.653104141625647,306,221,27,7.79513849882351,3.2448674208182964,3.570420528260562,4.469899707133353,0.7870466867974644,5390,No maintenance recorded,0.022144252293594784,Transportation strike affecting delivery,0.9399735161464182,0.9470098630069517,Compliant with ISO 14001
2024-07-25,1,103,A2,M1,P1,118,17.554275488640442,528,111,61,15.568036821930871,1.3186532104958029,3.90172820956511,2.9060426140205875,0.8469747693692734,4663,Replaced faulty component,0.012719432027228783,Supplier B bankruptcy risk,0.9792738668678805,0.9677090549044448,Compliant with OHSAS 18001
2024-07-26,3,102,A1,M1,P3,106,19.26656580363797,479,201,47,11.730099109299037,3.1839986687976802,2.2021903428356104,2.513760549200449,0.7509938592323991,4868,Routine maintenance,0.04439585110168504,Transportation strike affecting delivery,0.9156333185513191,0.939830137797583,Compliant with ISO 14001
2024-07-27,1,101,A3,M2,P2,65,13.804783818099077,584,156,77,7.851727642010874,2.1608925695852363,2.6702832719160026,1.2643468986180015,0.9454407796629083,4621,Replaced faulty component,0.03288225269490008,Transportation strike affecting delivery,0.9433688799817348,0.977731158959541,Compliant with OHSAS 18001
2024-07-28,2,103,A3,M3,P1,72,6.442914988846377,332,183,34,10.885979850584489,4.272725241893368,4.810600987622922,2.858789811042204,0.7116108869282854,4059,Replaced faulty component,0.016293979295953102,Transportation strike affecting delivery,0.9665227372641736,0.9705744356289767,Compliant with ISO 14001
2024-07-29,2,103,A3,M1,P2,74,18.57343188749807,500,213,74,9.019355482403242,4.28604630640328,4.336430132243535,4.758921164549154,0.786404848983427,4055,Routine maintenance,0.022598300830999805,Transportation strike affecting delivery,0.9472343408239465,0.9076143364905189,Compliant with ISO 9001
2024-07-30,1,101,A1,M2,P2,132,17.237465255443297,511,179,29,19.81108706995037,2.514101260192599,2.6134499753792735,1.3804662581430374,0.8432830880776118,5180,Routine maintenance,0.03140946882513083,Supplier B bankruptcy risk,0.9176444224820478,0.9598957162590749,Compliant with ISO 9001
2024-07-31,2,102,A2,M2,P2,99,6.61228215639577,374,193,49,18.548514507244903,1.3106575849891389,1.1546664208823874,1.842010966208878,0.7048620605412785,4978,Replaced faulty component,0.04763983233961423,Supplier B bankruptcy risk,0.9403895354670889,0.9703683151603987,Compliant with ISO 9001
2024-08-01,1,101,A1,M1,P1,86,19.823111623662395,314,105,23,19.93785820947659,3.4140798438921105,2.6012018041929443,4.423905446524113,0.7415050613984836,4750,Replaced faulty component,0.03842003752261834,Transportation strike affecting delivery,0.9639000906814851,0.9020164838561321,Compliant with ISO 14001
2024-08-02,2,103,A3,M2,P2,60,16.548350148474753,311,126,65,14.07084766470351,2.0414412130986146,3.7004673418240652,2.5368929122403086,0.7861396161792477,4278,No maintenance recorded,0.0279413750088992,Supplier B bankruptcy risk,0.9332918607940548,0.972748195282189,Compliant with ISO 14001
2024-08-03,3,103,A2,M2,P3,142,16.52200173765423,519,216,67,15.260332882977908,1.1940908642200974,1.392731470434454,2.37173623997595,0.7009054830442417,4955,Routine maintenance,0.039901699129107265,Supplier A lead time increased,0.9586078007990967,0.9733000109069525,Compliant with OHSAS 18001
2024-08-04,3,102,A1,M2,P3,121,12.411699921630962,430,184,42,13.222875082899154,4.511849888915451,4.186970603822844,4.865489765911196,0.9210227814853249,4232,Routine maintenance,0.013843259498519597,Supplier B bankruptcy risk,0.9176746183042868,0.9288949461012719,Compliant with ISO 14001
2024-08-05,2,101,A1,M3,P2,73,18.397151456287062,528,175,76,6.451937107938685,1.548773321659842,2.726835851042236,2.160390431228495,0.755266766990138,4340,Replaced faulty component,0.03760503584899232,Supplier B bankruptcy risk,0.9522263663369936,0.9170589184748794,Compliant with OHSAS 18001
2024-08-06,3,102,A2,M3,P1,59,9.521611629879423,503,138,66,14.87211157833017,2.15626299250301,3.9442859300763637,2.4492020104747665,0.8358747416441916,5053,Replaced faulty component,0.041003068339559016,Supplier B bankruptcy risk,0.9286787051579073,0.9179579910673983,Compliant with ISO 9001
2024-08-07,3,101,A1,M2,P1,105,17.39550799785153,394,132,42,6.977078509503074,3.771054585731621,4.959911009834892,2.4908447549373687,0.7449749215329386,4560,Replaced faulty component,0.034755008854905775,Transportation strike affecting delivery,0.9158113550782125,0.9719997996663174,Compliant with OHSAS 18001
2024-08-08,3,101,A2,M2,P1,116,16.003910349651274,322,124,28,19.75059521875605,2.654595056742849,1.943059413171639,1.0987960205775473,0.8461379128468802,4922,Routine maintenance,0.04046940993481475,Supplier A lead time increased,0.9089218502568815,0.9049855999926854,Compliant with OHSAS 18001
2024-08-09,2,102,A1,M2,P1,85,11.875781945583645,597,144,36,10.681722748655591,4.648428231899396,2.66721658463003,4.546962053200151,0.7322124970479145,5492,No maintenance recorded,0.04368505006060397,Supplier B bankruptcy risk,0.9415742456601601,0.9700479637668584,Compliant with ISO 14001
2024-08-10,2,101,A1,M2,P2,69,15.739296711186215,573,131,76,13.721306180017677,1.258908037429567,1.4104047036541916,1.028949216422987,0.879294677675313,4666,Replaced faulty component,0.021840276332624822,Transportation strike affecting delivery,0.974619561360437,0.9688845482802168,Compliant with ISO 14001
2024-08-11,3,102,A3,M3,P3,91,15.570750760259061,326,198,48,17.802637347347037,1.3007735270347633,4.40409348373074,4.551685242806993,0.9232693182439956,4170,No maintenance recorded,0.049322168383021156,Transportation strike affecting delivery,0.9203385116576941,0.9748590274619494,Compliant with ISO 14001
2024-08-12,1,101,A1,M2,P1,149,8.800190818034732,367,171,33,5.520308131706877,2.269973866409413,3.225700017659266,1.524361912365817,0.9347243471655428,4141,Replaced faulty component,0.035486709129294206,Supplier A lead time increased,0.9766477668513693,0.9747634027037334,Compliant with ISO 14001
2024-08-13,2,101,A2,M2,P1,123,7.757743538201568,554,177,54,13.0495984134894,2.00364732616318,1.822748732683607,2.343602148478753,0.8499992549889815,5115,No maintenance recorded,0.023691835800482543,Transportation strike affecting delivery,0.9039202796015368,0.9330808405321394,Compliant with ISO 14001
2024-08-14,2,102,A1,M3,P2,62,5.399964867919836,376,200,52,14.464689336286364,1.21649062574435,1.4028176352317923,4.369215747487443,0.7668586307765147,5257,Replaced faulty component,0.0183671475332034,Supplier A lead time increased,0.9796570885130353,0.945437842074534,Compliant with ISO 9001
2024-08-15,1,103,A3,M2,P2,107,7.761546627063883,302,106,55,16.79921759407882,4.9840936230951005,4.581267044402925,1.4199356419659654,0.8112711285753204,4335,No maintenance recorded,0.03207578010504033,Transportation strike affecting delivery,0.9341755719190743,0.9441561934664413,Compliant with OHSAS 18001
2024-08-16,3,101,A3,M1,P1,108,5.36628029705445,380,139,68,9.693447762129772,1.58297187184021,1.9338521411270015,2.0530066869363663,0.9451415008282558,4661,Replaced faulty component,0.04471870764400565,Supplier B bankruptcy risk,0.9751132844508557,0.9428301300758785,Compliant with OHSAS 18001
2024-08-17,1,103,A3,M3,P2,85,17.736914664748333,403,121,58,12.212514363447445,2.688525737853226,3.3274570626044997,3.0398781092616787,0.8184112469455355,4829,Routine maintenance,0.02069862534762334,Supplier B bankruptcy risk,0.9053874222028834,0.9416654130215043,Compliant with OHSAS 18001
2024-08-18,3,102,A1,M3,P1,57,7.986530990604686,337,214,22,7.3705123760319,1.5937287604502788,3.5636726758467003,4.5051016182779655,0.7511515735265925,5086,Routine maintenance,0.011585518102798264,Transportation strike affecting delivery,0.9396788007414998,0.9402078227260179,Compliant with OHSAS 18001
2024-08-19,1,101,A3,M1,P3,124,13.864094789704781,320,166,36,14.380936687074644,4.978681743514587,2.021818488772915,3.383427824317402,0.7077320677698834,4735,Routine maintenance,0.011957936400186542,Transportation strike affecting delivery,0.9110035972473781,0.9455765443662928,Compliant with OHSAS 18001
2024-08-20,1,103,A2,M1,P1,106,12.162826250519139,369,103,74,10.631255356910653,4.419864885611787,3.3794694964542846,4.991219172950874,0.7620161100319844,4916,No maintenance recorded,0.030016384099719837,Transportation strike affecting delivery,0.9388140454621186,0.9762366776034572,Compliant with ISO 9001
2024-08-21,1,103,A2,M2,P3,61,10.929979172490857,511,123,60,19.863407319516313,4.5380122297372925,2.9493768506878393,2.378833274074086,0.7185344595978727,5318,Replaced faulty component,0.02941290735013965,Supplier A lead time increased,0.9238335317239293,0.976983085692211,Compliant with OHSAS 18001
2024-08-22,2,103,A2,M1,P3,72,8.572925639008613,593,138,56,15.769592151388633,2.0816457569352034,4.9684911122296835,1.6297900439665156,0.9240196319309222,4675,Replaced faulty component,0.046160005864346154,Supplier A lead time increased,0.9612005649535449,0.9129386180635075,Compliant with ISO 9001
2024-08-23,1,101,A3,M2,P3,143,13.457103790953642,505,248,37,8.04676588477442,3.4118536487560296,3.8592016681901407,4.7681336045647065,0.9077737984495002,5187,Routine maintenance,0.0244185024854632,Transportation strike affecting delivery,0.9294644858965855,0.9667057233101723,Compliant with OHSAS 18001
2024-08-24,3,102,A3,M2,P2,77,10.957866823399657,496,145,39,19.733996591205575,1.1309267022832086,4.142533083141037,3.5094492770477403,0.8667800960289714,4490,Replaced faulty component,0.022770706219969475,Supplier B bankruptcy risk,0.9548971004143865,0.9242328869925708,Compliant with OHSAS 18001
2024-08-25,3,102,A2,M3,P3,51,15.191014996601842,496,116,40,19.99699209724399,3.0378888063292675,1.20704226424547,2.5941692029876573,0.7847511424124622,5402,Replaced faulty component,0.01732709191380232,Supplier A lead time increased,0.9129751400474964,0.9052403422222982,Compliant with OHSAS 18001
2024-08-26,3,103,A1,M1,P1,138,17.188361282661667,543,231,40,19.019375144514246,2.0534150939807776,1.928522725214504,2.8322396968091663,0.7906702390433502,4603,Routine maintenance,0.02141254119137697,Transportation strike affecting delivery,0.9397037492340009,0.9323290895394091,Compliant with ISO 14001
2024-08-27,2,102,A2,M2,P2,86,17.395868890299248,371,222,61,13.107578042543267,1.401443093754699,1.5204483022547723,2.57314463586008,0.8031069528637563,4457,No maintenance recorded,0.03226101495417446,Supplier B bankruptcy risk,0.9040098534544493,0.9491006328082822,Compliant with ISO 9001
2024-08-28,1,102,A2,M2,P1,80,18.63751117524817,400,102,40,13.498973813367305,3.3320821291158986,4.8937879983424875,2.7670473363696826,0.714623049396041,4927,No maintenance recorded,0.017489566354823224,Supplier A lead time increased,0.9118410118501751,0.9452039812245393,Compliant with ISO 14001
2024-08-29,2,102,A2,M3,P2,82,6.764289596133563,475,166,44,17.933379575928015,4.963399636274772,4.911091191685355,4.855616513832168,0.8800697855612953,4896,Routine maintenance,0.04165568146368135,Transportation strike affecting delivery,0.9433867787212384,0.9430871190761555,Compliant with OHSAS 18001
2024-08-30,1,102,A2,M2,P2,114,10.957460954202421,499,106,76,15.70005937394469,1.4979035456527665,3.8134412398292574,1.246523977486338,0.7582133510524626,4110,Routine maintenance,0.03423557136553725,Transportation strike affecting delivery,0.9297112362271072,0.9751052289906513,Compliant with ISO 9001
2024-08-31,3,101,A1,M2,P1,72,7.797536336345999,353,162,42,9.977466439186516,2.7735924860714385,2.1887759290396724,1.4941475856346202,0.7177983687667661,5363,Replaced faulty component,0.04651158771188726,Supplier B bankruptcy risk,0.9209443140643641,0.9029641645786168,Compliant with OHSAS 18001
2024-09-01,2,101,A3,M3,P2,53,16.466122318545622,311,112,50,8.102882579520863,1.815942412147428,1.0669733729506103,1.8458757952310387,0.9159372161374105,4785,No maintenance recorded,0.03732188096748176,Transportation strike affecting delivery,0.9640531451847877,0.9603715510525627,Compliant with ISO 14001
2024-09-02,3,103,A3,M3,P3,66,19.160362533986003,404,119,54,17.032828747061853,4.429344419653281,2.383454164010957,4.045933000031569,0.7889127841560388,4491,Replaced faulty component,0.010083160527926639,Supplier B bankruptcy risk,0.9729869232245841,0.9551539759066618,Compliant with ISO 9001
2024-09-03,3,101,A2,M2,P1,87,14.576725751440266,559,231,64,10.438077615150348,4.500901175730922,4.461379429275716,3.705178872324006,0.9178524484666306,4255,No maintenance recorded,0.02791816533249228,Supplier A lead time increased,0.9598622307191493,0.9183771628618465,Compliant with ISO 9001
2024-09-04,2,101,A2,M3,P1,86,16.614430680547187,552,187,73,11.143845449131065,2.4259701727448393,4.089964004690959,4.737046260701767,0.9481720955228748,5042,No maintenance recorded,0.031616732858285986,Supplier A lead time increased,0.9184425770123587,0.9615234095162944,Compliant with ISO 9001
2024-09-05,3,102,A3,M3,P2,66,11.840477025363048,549,120,73,7.077090780689996,2.1407385129653513,4.426609196762767,2.8494407319277664,0.7421299996955706,4886,Routine maintenance,0.04553829534013854,Supplier B bankruptcy risk,0.9571281543646704,0.9714447166283688,Compliant with OHSAS 18001
2024-09-06,3,102,A2,M1,P2,58,5.649689923076269,560,215,25,19.113510819161036,3.197473461291545,2.0625695467353067,2.7268653862960264,0.8767443485399908,4083,Routine maintenance,0.04957303660703364,Transportation strike affecting delivery,0.9517928611135467,0.9440036578812513,Compliant with ISO 14001
2024-09-07,3,102,A2,M3,P2,86,17.05642097969374,401,109,64,11.129425612675801,1.5525716836362062,4.821203411159083,4.613013411895818,0.8555164868255102,4108,No maintenance recorded,0.03275744525702512,Supplier A lead time increased,0.9731945447223688,0.9509931609909935,Compliant with OHSAS 18001
2024-09-08,3,103,A1,M2,P3,131,13.184618149436332,473,197,43,19.281875559686434,1.8530146805817331,1.4646948989959263,3.5750327213400506,0.8990703155976147,4196,No maintenance recorded,0.037529804061512406,Supplier B bankruptcy risk,0.9245663637417307,0.9546407354053796,Compliant with ISO 14001
2024-09-09,1,101,A1,M2,P1,107,10.72446302633867,456,159,75,12.730167382889022,3.4204107964253962,4.454611036364286,2.3841233033936073,0.8503604714519866,4285,Replaced faulty component,0.04730281553574581,Supplier B bankruptcy risk,0.9292813847539871,0.9173186106585337,Compliant with ISO 14001
